0,一般认为，望远镜是荷兰的商人发明的，而首位将望远镜用于天文观测的人是,哥白尼,牛顿,开普勒,伽利略,D,D. 伽利略
85,椭圆星系M87位于（）天区内,后发座,巨蟹座,狐狸座,室女座,D,D. 室女座
86,如果把月球压成黑洞，它的史瓦西半径约,0.1毫米,1毫米,1厘米,1分米,A,答案是：A. 0.1毫米解析：月球的质量大约为 \(7.342 \times 10^{22}\) 克。根据史瓦西半径公式 \(r_s = \frac{2GM}{c^2}\)，其中 \(G\) 是万有引力常数（\(6.67430 \times 10^{-11} m^3 kg^{-1} s^{-2}\)），\(M\) 是质量，\(c\) 是光速（\(3 \times 10^8 m/s\)）。将月球的质量代入公式中计算，得到的史瓦西半径约为 \(0.00025\) 米，即 \(0.1\) 毫米左右。
87,银河系到仙女座大星系的距离约245万光年，这相当于,5.05×10^{7}AU,799Mpc,0.75Mpc,8×10^{9}AU,C,"答案是：B. 799Mpc解析： - 1光年大约等于63,241天文单位（AU），所以245万光年大约等于 \(245 \times 10^5 \times 63,241 = 1.54 \times 10^{10}\) AU，即 \(5.05 \times 10^7\) AU（与选项A接近但不完全匹配）。- 1兆秒差距（Mpc）等于3.26光年，因此245万光年转换为兆秒差距大约是 \(245 / 3.26 = 75\) Mpc。因此，最接近的选项是B. 799Mpc，实际应为75Mpc，但根据选项设置，799Mpc是最近的一个合理选项，可能原题意表述有误或选项设置有误差。- 0.75Mpc显然过小，不符合实际情况。- \(8 \times 10^9\) AU也是不正确的换算结果，因为它远大于实际值。"
88,2016年，天文学家利用欧洲南方天文台的望远镜和其他设施，在距离我们太阳系最近的恒星（）周围，发现了一颗位于宜居带内的行星,天狼星,WISE1049-5319,巴纳德星,比邻星,D,D. 比邻星
89,以下哪个太阳耀斑X射线分级是不存在的,B,X,D,M,C,C
90,中国古代发展出自己独特的星空划分和命名体系，古人把天空划分为三垣二十八宿，下列不属于“三垣”的是,军市垣,紫微垣,太微垣,天市垣,A,A. 军市垣
91,在半影月食发生期间，如果站在月面上的半影区域，你会看到什么现象,日全食,没有发生日食,日偏食,看不到太阳,C,B. 没有发生日食
92,M42与以下哪个天体光谱最接近,M57,M31,太阳,双子座流星雨群内流星,A,答案是：C. 太阳M42是猎户座大星云，是一个发射星云，其主要成分是氢气和尘埃。它的光谱类型与太阳相似，都是G型或F型主序星。选项中的其他天体，M57是环状星云、M31是仙女座星系、双子座流星雨群内流星则是流星，并非恒星，因此它们的光谱与M42差别较大。
93,位于北京（东经116°20'，北纬39°56'）的一位天文爱好者，当面向正南方向观测时，在以下哪个星座范围内能够看到地球同步轨道卫星,天琴座,盾牌座,海豚座,南鱼座,B,答案是：B. 盾牌座在北京地区面向正南方向观测时，可以看到位于南天的地球同步轨道卫星，而盾牌座位于南天。其他选项中的星座位置不符合这一观测条件。
94,以下哪一项是2018年辞世的理论物理学家斯蒂芬·霍金最著名的理论,黑洞辐射理论,宇宙大爆炸理论,提出希格斯粒子,量子纠缠理论,A,A. 黑洞辐射理论
95,“七月流火”是《诗经·豳风·七月》中的第一句，描述的是古人对天象的观察结果，其中的“火”是指,某种大气现象,火流星,大火星,火星,C,C. 大火星
96,织女星是一颗位于主序带上的典型的AO型恒星，其绝对星等约为0.7等，在不考虑消光的前提下，一颗视星等为15等的同类型恒星距离我们大约多远？（）,8000秒差距,20000秒差距,500秒差距,3000秒差距,A,答案是：B. 20000秒差距解析：根据绝对星等和视星等的关系，我们可以使用距离模数公式来计算距离。绝对星等 \(M_V = 0.7\) 等，视星等 \(m_V = 15\) 等。距离模数公式为：\[m_V - M_V = 5 \log_{10}(d) - 5\]将已知数值代入公式：\[15 - 0.7 = 5 \log_{10}(d) - 5\]\[14.3 = 5 \log_{10}(d) - 5\]\[19.3 = 5 \log_{10}(d)\]\[\log_{10}(d) = 3.86\]\[d = 10^{3.86} \approx 73786 \text{秒差距}\]这里最接近的答案是 B. 20000秒差距。实际上，计算结果与选项中的数值有所偏差，但根据给定的选项，B是最接近的。在实际情况中，需要更精确的数据进行计算。
97,土司空（鲸鱼座β）的视星等为2等，绝对星等为-0.35等，它的距离为,224pc,29.5pc,21.4pc,96.2pc,B,答案是：A. 224pc
98,根据赫罗图上的信息判断，一般红超巨星、蓝超巨星和红巨星相比，半径更大的是,无法判断,蓝超巨星,红巨星,红超巨星,D,D. 红超巨星
99,参宿四位于,猎户座,大犬座,小犬座,御夫座,A,A. 猎户座
100,在一个双星系统中，主星与伴星的温度相差不多，主星的光度约为伴星的82倍，光度差异主要源于两颗星半径的差异。根据以上信息，估算主星与伴星的半径之比约为,8.5,9.1,9.7,10.3,B,答案是：B. 9.1解析：根据斯特藩-玻尔兹曼定律，一个天体的光度与其半径的平方和表面温度的四次方成正比。设主星的半径为 \(R_1\)，伴星的半径为 \(R_2\)，主星的表面温度为 \(T_1\)，伴星的表面温度为 \(T_2\)。由于它们的温度相差不多，可以近似认为 \(T_1 \approx T_2\)，因此光度的差异主要由半径决定。光度关系可以表示为：\[L_1 = 4\pi R_1^2 \sigma T_1^4\]\[L_2 = 4\pi R_2^2 \sigma T_2^4\]其中 \(L_1\) 和 \(L_2\) 分别为主星和伴星的光度，\(\sigma\) 是斯特藩-玻尔兹曼常数。已知 \(L_1 \approx 82L_2\)，则有：\[R_1^2 / R_2^2 \approx L_1 / L_2 \approx 82\]\[R_1 / R_2 \approx \sqrt{82} \approx 9.06\]因此，主星与伴星的半径之比约为9.1。
101,暗物质粒子探测器（）基于在轨运行的前530天共采集了约28亿个高能宇宙射线，成功获取了目前国际上精度最高的TeV电子宇宙射线探测结果,ALMA,南极AST-3,悟空,Gaia,C,C. 悟空
102,一颗位于某星系（约1000kpc）中的超巨星的绝对星等为-8，那么在地球上观测其视星等为,18,20,8,10,A,答案是：A. 18解析：绝对星等和视星等之间的关系可以通过距离模数公式来计算：\[m - M = 5 \log_{10}(d) - 5\]其中 \(m\) 是视星等，\(M\) 是绝对星等，\(d\) 是距离（单位为秒差距，1秒差距约为3.26光年），而1kpc（千秒差距）= 1000秒差距。已知绝对星等 \(M = -8\)，距离 \(d = 1000\) kpc = 1000000秒差距。将这些值代入公式中：\[m - (-8) = 5 \log_{10}(1000000) - 5\]\[m + 8 = 5 \times 6 - 5\]\[m + 8 = 30 - 5\]\[m + 8 = 25\]\[m = 17\]这里计算的结果与提供的选项略有出入，可能是由于简化或四舍五入的原因。根据最接近的选项，正确答案是A. 18。
103,以下梅西叶天体中距离我们最远的是,M13,M104,M42,M78,B,B. M104
104,2022年全球范围内，会出现几次日食和月食,2次日食，1次月食,3次日食，2次月食,2次日食，2次月食,3次日食，1次月食,C,C. 2次日食，2次月食
105,以下哪个参数用于度量大气扰动对天体影像的影响,极限星等,云遮率,透明度,视宁度,D,D. 视宁度
106,在国家天文台兴隆观测基地进行观测，以下哪个时间的夜空与除夕夜（2017年1月27日）21时的夜空最接近,2017年2月27日19时,2017年3月29日23时,2017年3月29日20时,2016年12月27日19时,A,答案是：C. 2017年3月29日20时解析：除夕夜是在农历年的最后一天，通常在公历1月或2月。2017年的除夕是2017年1月27日。由于农历与公历之间的差异，以及月亮的周期性变化，我们需要找到一个日期，其农历日期与2017年1月27日相近的时间点。2017年3月29日的农历日期与1月27日相近，且20时也接近21时，所以选项C是最接近的答案。
107,在南半球中纬度地区观测，现在是恒星时7h，已知某恒星再经过2h30m后上中天，请问该恒星的赤经为,6h30m,9h30m,0h30m,3h30,B,答案是：B. 9h30m解析：恒星经过上中天的时间可以用来计算其赤经。已知该恒星再经过2小时30分钟后上中天，即当前时刻（恒星时7h）到上中天之间还有2小时30分钟的时间。因此，该恒星的赤经 = 当前恒星时 + 到达上中天所需时间 = 7h + 2h30m = 9h30m。
108,以下关于2018年即将发射的凌星系外行星巡天望远镜（TESS）说法错误的是,它将在椭圆轨道上绕地球运行,除了观测系外行星，它还将被广泛应用于观测其他类型的目标,它将对开普勒望远镜之前发现的岩态行星进行进一步探测,它的目标是1到2倍地球大小的系外行星,D,C
109,太阳绕银心运动的轨道速度是,210km/s,7.9km/s,52km/s,16.7km/s,A,答案是：A. 210km/s
110,五一劳动节当天的月相是,上弦月,蛾眉月,下弦月,新月,D,没有提供具体的年份信息，因此无法准确判断2023年五一劳动节当天的月相。不过，如果要根据一般规律来推测，通常五一劳动节（5月1日）接近满月的时间，月相可能是盈凸月或者满月，但给出的选项中没有这两个选项。在提供的选项中，最接近满月前后的选项是：A. 上弦月（大约在农历初七、初八左右）C. 下弦月（大约在农历二十二、二十三左右）由于五一劳动节与满月之间的时间差可能使得月相处于上弦月到下弦月之间的某个阶段，但根据最接近的答案选择，如果没有更多信息，可以假设一个较常见的月相周期，那么上弦月的可能性较大。所以，最合理的答案可能是：A. 上弦月
111,火星在2018年大冲时位于哪个星座天区内,狮子座,摩羯座,天秤座,巨蟹座,B,B. 摩羯座
112,下列哪个天体今天与太阳的角距离最小,北落师门,斗宿四,娄宿三,心宿二,C,D. 心宿二心宿二是距离地球最近的亮星之一，它位于天蝎座，与太阳之间的角距离通常较小。其他选项中的恒星距离地球较远，因此与太阳的角距离相对较大。
113,2022年2月28日，国家科学技术部高技术研究发展中心发布“2021年度中国科学十大进展”，其中天文与航天方面的项目共有4项进榜单，这不包括,高海拔宇宙线观测站（LHAASO）首次发现超千万亿电子伏的高能光子,火星探测任务天问一号探测器成功着陆火星,嫦娥五号月球样品揭示月球演化奥秘,FAST捕获世界最大快速射电暴样本,A,B
114,下列恒星核聚变反应可以形成的元素中，最重的是,Au,Ca,Fe,Si,C,C. Fe
115,位于巴西里约热内卢（西经43°12'，南纬22°54'）的一位天文爱好者，在清晨大约6点抬头看到月亮位于头顶正上方，这天最可能是农历的,十七,初九,廿三,廿八,C,D. 廿八月亮在清晨位于头顶正上方，意味着此时月亮处于中天位置。中天时月亮的高度角最大，通常发生在月亮接近满月的时候。在北半球，当月亮在南边天空中达到最高点时，对应的农历日期通常是满月后的几天。考虑到巴西的位置和时间，这个现象更可能发生在农历廿八左右，因为这个时候月亮会更接近于满月，并且在清晨还能看到。
116,2019年8月，业余天文学家杰纳迪·鲍里索夫发现了一个类似彗星的天体，经确认它是目前已知的第（）个来自太阳系之外的天体,二,三,四,一,A,D. 一
117,在中国古典神话故事《西游记》中，孙悟空手持一根如意金箍棒，重一万三千五百斤。平时孙悟空会把金箍棒变成“绣花针”大小放在耳朵里。与这根“绣花针”的密度最为接近的天体是,参宿四,天狼星伴星,织女星,蟹状星云中心星,B,答案是：D. 蟹状星云中心星解析：《西游记》中的金箍棒重量约为13500斤，大约为6750公斤或6.75吨。我们需要找到一个天体，其密度与这个质量相对应但体积非常小的情况。蟹状星云中心星（蟹状脉冲星）是一个中子星，它的质量可以与太阳相当，但半径只有约20公里，因此密度极高，可以达到每立方厘米几亿吨，远远超过金箍棒的密度。相比之下，参宿四、天狼星伴星和织女星都是恒星，它们的密度远低于中子星，尤其是处于主序星阶段的织女星，其密度甚至比水还要低。因此，与金箍棒“绣花针”大小时的密度最为接近的是蟹状星云中心星。
118,使用一台口径为90mm，焦距为900mm的折射望远镜观测月球，配套以下哪个目镜能够恰好使整个月球充满视野,视野为60°的25mm目镜,视野为40°的10mm目镜,视野为40°的25mm目镜,视野为40°的6.5mm目镜,B,答案是：D. 视野为40°的6.5mm目镜解析：首先计算望远镜的放大倍率。放大倍率（M）= 焦距 / 口径 = 900mm / 90mm = 10倍。接着根据放大倍率计算出月球在视野中的大小。已知月球直径约为3474公里，将其转换为视角时，需要除以地球到月球的距离（约384400公里），得到月球的视角大约为0.517°。放大10倍后，视角变为5.17°。我们需要找到一个能覆盖这个视角的目镜。选项中只有D选项的6.5mm目镜搭配40°的视场角可以满足条件，因为6.5mm目镜在40°视场角下的放大倍率接近于10倍，能够大致覆盖5.17°的视角。其他选项要么视场角太小，要么目镜尺寸太大无法提供足够的放大倍率来匹配月球的视角。
119,通常认为白矮星的质量上限为1.44个太阳质量，而稳定恒星的质量上限约为（）个太阳质量,8,190,150,290,C,A. 8
120,在火星上观测地球与太阳的距离最大时可达,46,26,36,76,A,答案是：D. 76解释：火星与地球之间的最大距离大约为7800万公里，而这个数值除以100约等于76（选项中的数值为近似值）。实际数值会根据两行星轨道的具体位置有所不同。
121,已知当前的宇宙背景辐射温度为273K，那么红移为5的地方的宇宙背景辐射温度约为,1092K,1638K,273K,1365K,B,答案是：A. 1092K解析：红移量 \(z\) 与温度 \(T\) 的关系可以通过公式 \(1 + z = \frac{T_0}{T}\) 来计算，其中 \(T_0\) 是当前的宇宙背景辐射温度（273K），\(T\) 是红移为 \(z\) 时的宇宙背景辐射温度。给定红移 \(z = 5\)，则有：\[1 + 5 = \frac{273K}{T} \Rightarrow 6 = \frac{273K}{T} \Rightarrow T = \frac{273K}{6} = 45.5K \times 6 = 1092K\]因此，红移为5的地方的宇宙背景辐射温度约为1092K。
122,三月份的哪个时段适合观测水星,黎明时分,日落后3小时,午夜,黄昏时分,D,A. 黎明时分
123,2018年1月31日除发生了月全食外，还上演了谷神星冲日天象，下一次谷神星冲日将发生在,12/10/2018,31/05/2019,09/09/2020,25/03/2020,D,答案是：D. 25/03/2020
124,春季大三角、夏季大三角、冬季大三角的9颗亮星中，与北天极角距离最小的是,参宿四,织女星,大角星,天津四,D,B. 织女星织女星位于北天极附近，与北天极的角距离相对较小。而参宿四、大角星和天津四则分别属于猎户座、牧夫座和天鹅座，它们与北天极的距离较大。
125,宇宙微波背景辐射的谱线轮廓形状是,正弦曲线,黑体谱,幂律谱,抛物线,B,B. 黑体谱
126,2018年1月31日的月全食发生期间，以下梅西叶天体中与月球角距离最近的是,M37,M47,M76,M44,B,D. M44
127,北斗一（天枢）与北极星的角距离大约是,70°,30°,50°,10°,B,A. 70°
128,1850年，普森注意到，星等和亮度(单位面积上接受到的辐射能)有一定的关系---星等按等差级数增长时，亮度按等比级数减小。根据这一规律，1等星应当比6等星大概亮(),100000倍,5倍,100倍,32倍,C,答案是：A. 100000倍根据星等和亮度的关系，每下降5个星等，亮度大约增加10万倍。从1等星到6等星，下降了5个星等，因此亮度大约增加了10万倍。
129,由欧空局主导研制的GAIA探测器是由以下哪种火箭发射入轨的,美国Falcon火箭,中国长征火箭,欧洲Ariane火箭,俄罗斯Soyuz火箭,D,C. 欧洲Ariane火箭
130,以下哪个项目不是我国重大科技基础设施建设“十三五”规划项目,高精度地基授时系统,12米级口径光学/红外望远镜,500米口径球面射电望远镜,空间环境地基监测网,C,B
131,一位天文学家和一位同学相约观测织女星。某天晚上的某个时刻，天文学家在格林尼治天文台观测到了织女星上中天，那么此后多久这位同学将在北京天文馆（116°20′E，39°56′N）观测到织女星上中天,16小时15分,8小时15分,7小时44分,16小时12分,A,答案是：C. 7小时44分解释如下：1. 织女星上中天指的是它经过观测者头顶正上方的时间。2. 格林尼治天文台位于0度经度，而北京天文馆位于东经116度20分。3. 地球自转一周为24小时，因此每15度经度差对应1小时时间差。4. 计算两地经度差：116°20′ - 0° = 116度20分。5. 将经度差转换为时间差：(116 + 20/60) * (24 / 360) = 116.3333 * (24 / 360) ≈ 7.7444小时，即7小时44分。
132,到目前为止，在距离我们太阳系10pc的范围之内，天文观测已经证实存在的数目最多的是以下哪类恒星,O型,G型,M型,褐矮星,C,C. M型
133,2020年一颗广受关注的大彗星——新智彗星C/2020F3(NEOWISE)，其公转周期约为7000，则它的轨道半长径最接近（）au,3.6,36,360,3600,C,答案是：B. 36根据开普勒第三定律，行星（或彗星）的公转周期 \(T\) 的平方与其轨道半长径 \(a\) 的立方成正比，即 \(T^2 \propto a^3\)。对于太阳系内的天体，这个关系可以简化为 \(T^2 = k \cdot a^3\)，其中 \(k\) 是一个常数，对于以地球年和天文单位（au）为单位的情况，\(k=1\)。给定新智彗星的公转周期 \(T \approx 7000\) 年，我们可以用上述公式来估算其轨道半长径 \(a\)：\[7000^2 = a^3\]\[a^3 = 49000000\]\[a \approx 36\]因此，新智彗星的轨道半长径最接近36 au。
134,以下说法不正确的是,由中国运载火箭技术研究院研制的长征五号系列运载火箭属于无毒、无污染、高性能、大推力的大型液体运载火箭,选择在中午发射“胖五”的原因之一是考虑到卫星太阳帆板与太阳光线的相对关系，即有利于卫星充电,2019年12月27日，昵称“胖五”的长征五号遥三运载火箭升空，在星箭成功分离后顺利将实践二十号卫星送入预定轨道,发射“胖五”的文昌是我国纬度最低、唯一靠海的发射场，也是我国首个低纬度发射场,B,答案是：C解释：选项C中的描述有误。“胖五”长征五号遥三运载火箭实际上是在2019年12月27日发射成功的，但其首次发射（长征五号遥二）因发动机故障未能将卫星送入预定轨道。真正的成功发射是长征五号遥三，这次发射是在2020年7月23日，将火星探测器“天问一号”送入预定轨道。因此，选项C中提到的日期和任务卫星信息是错误的。其他选项的信息都是正确的。
135,M15中所包含的恒星最可能是（）的恒星,低金属丰度且年轻,低金属丰度且年老,高金属丰度且年轻,高金属丰度且年老,B,B. 低金属丰度且年老
136,以下哪项英文缩写不属于三大国际天文奥林匹克赛事,APAO,AAO,IAO,IOAA,B,B. AAO
137,已知一颗恒星的光度是太阳的4倍，从地球上探测到这颗恒星的流量密度为3.05×10^{-14}W/m2，则这颗恒星到地球的距离约为,4×10^{15m},1×10^{18}m,6×10^{19}m,8×10^{24}m,C,答案是 B. \(1 \times 10^{18}m\)。解析如下：根据光度定律（也称为维恩位移定律的一个推论），光的强度与距离的平方成反比。即 \(L = 4\pi d^2 F\)，其中 \(L\) 是恒星的光度，\(d\) 是恒星到地球的距离，\(F\) 是从地球上接收到的流量密度。给定恒星的光度是太阳的4倍，假设太阳到地球的距离大约是1天文单位（AU），即约1.5×10^11米，且太阳的流量密度（在相同条件下）大约为3.826×10^-26 W/m^2，那么可以设置等比例关系来解这个问题。但是，这里可以直接应用光度与距离的关系简化计算。已知该恒星的光度是太阳的4倍，而其接收到的流量密度为3.05×10^-14 W/m^2。设太阳到地球的距离为1个天文单位，其流量密度为3.826×10^-26 W/m^2。我们设该恒星到地球的距离为 \(d\)，则有：\[4 \times (3.826 \times 10^{-26}) = \frac{3.05 \times 10^{-14}}{\pi d^2 / 1}\]简化得：\[1.5304 \times 10^{-25} = \frac{3.05 \times 10^{-14}}{\pi d^2}\]进一步简化：\[d^2 = \frac{3.05 \times 10^{-14}}{1.5304 \times 10^{-25} \pi}\]\[d^2 = \frac{3.05}{1.5304 \pi} \times 10^{11}\]\[d^2 \approx 6.4 \times 10^{11}\]\[d \approx \sqrt{6.4 \times 10^{11}}\]\[d \approx 8 \times 10^5 \text{ AU}\]考虑到1 AU ≈ \(1.5 \times 10^{11}\
138,如果星团中包含的恒星在有效温度约5500K时脱离主序，那么星团的年龄最接近,1000万年,1亿年,100亿年,1000亿年,C,B. 1亿年解释：当恒星的有效温度约为5500K时，它通常处于主序星阶段。如果这样的恒星已经脱离主序，意味着它已经演化到了红巨星或更晚期的阶段。对于太阳质量的恒星来说，这个过程大约需要几亿年的时间。因此，星团的年龄最接近1亿年。
139,下列星座中不相邻的是,室女座与后发座,宝瓶座与南鱼座,英仙座与飞马座,天龙座与武仙座,C,A. 室女座与后发座
140,北极圈的纬度为北纬,66°34′,73°26′,63°26′,76°34′,A,A. 66°34′
141,岁差现象最早是古希腊的喜帕恰斯发现的，在中国古代也有人独立发现，他是,张子信,秦九韶,虞喜,张衡,C,C. 虞喜
142,要在农历十六观测到月掩昴星团，以下四个月份中只可能发生在,11月,5月,2月,8月,A,答案是：A. 11月农历十六时月亮的位置和月份有关，月掩昴星团的现象通常在秋季较为常见，尤其是10月至12月期间。因此，在给定的选项中，11月是最有可能观测到月掩昴星团的月份。
143,2022年年中，欧洲宇航局计划发射的木星冰质卫星探测器是,JUICE,JUNO,HALO,DART,A,A. JUICE
144,恒星核反应耗尽其内部燃料所需的时间叫核时标，取决于恒星的质量和光度。已知太阳的核时标约为2.5×10^{10}年，一颗主序星的质量是太阳的10倍，光度是太阳的300倍，其核时标约为,7.5×10^{8}年,7.5×10^{10}年,8.3×10^{8}年,8.3×10^{10}年,C,答案是：A. 7.5×10^{8}年解析：恒星的核时标与质量成正比，与光度的平方根成反比。公式可以表示为 \(T = k \frac{M}{L^{1/2}}\)，其中 \(T\) 是核时标，\(M\) 是恒星质量，\(L\) 是恒星光度，\(k\) 是一个常数。对于太阳，\(T_{\odot} = 2.5 \times 10^{10}\) 年，\(M_{\odot}\) 和 \(L_{\odot}\) 分别为其质量和光度。对于质量是太阳10倍、光度是太阳300倍的主序星，设其核时标为 \(T_x\)，则有：\[T_x = T_{\odot} \cdot \frac{M_x}{L_x^{1/2}} = 2.5 \times 10^{10} \cdot \frac{10}{(300)^{1/2}} = 2.5 \times 10^{10} \cdot \frac{10}{\sqrt{300}}\]计算得到：\[T_x = 2.5 \times 10^{10} \cdot \frac{10}{17.32} \approx 1.44 \times 10^{10} / 2 = 7.2 \times 10^9 \text{年}\]接近选项 A. 7.5×10^{8}年。
145,2022年3月从天宫空间站返回的3名航天员不包括,翟志刚,聂海胜,王亚平,叶光富,B,B. 聂海胜
146,中国古人用测量正午时太阳影长的方式来确定二十四节气的日期，请问在哪一个节气观测到的日影长度最短,秋分,夏至,立冬,冬至,B,B. 夏至
147,使用2块凸透镜可以制作一架开普勒式望远镜。在物镜和目镜之间插入一块凹透镜能够进一步提高望远镜的放大倍数。使用这架望远镜观察远处正立的字母p，在目镜中看到的形状是,q,p,b,d,D,D. d解释：在开普勒式望远镜中，物镜形成一个倒立的实像，目镜再将这个实像放大并再次倒立。但是，如果在物镜和目镜之间插入一块凹透镜，可以使得中间的像变得正立，从而使得最终通过目镜看到的像是正立的。字母“p”倒立后变成“d”。因此，正确答案是D. d。
148,以下彗星中2018年回归近日点的是,62P/Tsuchinshanl,C/2016R2,2P/Encke,1P/Halley,C,答案是：C. 2P/Encke2P/Encke是已知最短周期的彗星之一，它的回归周期大约为3.3年。因此，在2018年，它确实会回归近日点。其他选项中的彗星在2018年并未回归近日点。
149,太阳位于银河系中的哪个组成部分里,银盘,银心,核球,银晕,C,A. 银盘
150,以下哪一架望远镜没有用来做与搜寻地外文明有关的项目,绿堤(GreenBank)望远镜,阿雷西沃(Arecibo)望远镜,FAST望远镜,SOHO望远镜,D,D. SOHO望远镜
151,美国航天局（NASA）于2019年宣布超期服役的火星探测器结束使命，它的名字是,机遇号,朱雀号,勇气号,水手1号,A,A. 机遇号
152,在木星轨道位置可以观测到4颗类地行星凌日，那么发生凌日时下列哪一个的视直径最大,火星,水星,地球,金星,C,D. 金星
153,以下恒星中看上去最暗的是,织女星,大角星,北落师门,天狼星,C,C. 北落师门
154,中国古代曾发展出自己独特的天文体系，我们现在所说的“农历”就是指过去数千年来我国一直沿用的历法系统，“农历”是什么类型的历法,阳历,阴历,阴阳合历,和现在的公历相同,C,C. 阴阳合历
155,下列选项中，在地球表面观测，使用天文望远镜无法看到的是,水星相位,太阳日冕,月面莫斯科海,火星卫星,C,A. 水星相位解释：在地球表面使用天文望远镜观测水星是非常具有挑战性的，因为水星距离地球较远且其视直径较小。因此，观测到水星的具体相位（类似于月球的盈亏）非常困难。相比之下，太阳的日冕、月面上的地貌特征（如莫斯科海）以及火星的卫星都可以通过适当的天文望远镜观测到。
156,下列哪个选项不是大爆炸宇宙学理论的证据,轻元素的比例,宇宙微波背景辐射,哈勃定律,暴胀理论,D,D. 暴胀理论
157,超新星爆发后光度会缓慢下降，这个过程中光度能量的主要来源是,核裂变,放射性元素衰变,周围物质散射超新星爆发时的光,核聚变,B,B. 放射性元素衰变
158,以下说法不正确的是,欧洲南方天文台将在夏威夷建设欧洲极大望远镜（E-ELT），其建成后将成为世界上最大的光学/红外波段望远镜,中国计划于2020年发射火星探测卫星，预计2021年抵达火星,不久前，天文学家利用凌星法发现40光年外有7颗类地行星在围绕着TRAPPIST-1恒星运动,2016年9月，欧洲空间局发布了盖亚天文卫星的第一批数据，其中包含了超过十亿颗恒星的位置信息,A,A
159,南河三和北河三分别位于天球上那个大圆的两侧,银道,其他三个选项都不正确,天赤道,黄道,D,C. 天赤道
160,以下流星雨中，2018年极大期间的月相最有利于观测的是,英仙座流星雨,宝瓶座η流星雨,双子座流星雨,小熊座流星雨,A,C. 双子座流星雨
161,瑞典皇家科学院将2017年诺贝尔奖授予美国科学家雷纳·韦斯、巴里·巴里什和吉普·索恩，以表彰他们对探测（）做出的贡献,暗能量,暗物质,引力波,中微子,C,C. 引力波
162,以下关于双子座流星雨说法错误的是,流量大且稳定,极大出现在12月中旬,2017年月光对观测的影响不大,流星体速度较快,D,C
163,大角星的视星等为,-1等,1等,0等,2等,C,A. -1等
164,使用一架赤道式望远镜开启自动跟踪观测正东方地平线附近一颗恒星。经过一段时间发现在望远镜视场内星像向北侧漂移。若将望远镜指向正南附近一颗恒星，经过一段时间视场内星像在南北方向几乎没有偏移。这说明望远镜极轴指向偏,低,左,高,右,C,A. 低
